
ts_utc,market_hash_name,price_cents,price_usd
2025-10-11T14:28:31Z,AWP | Duality (Field-Tested),1.6,0.016
2025-10-11T14:28:31Z,Desert Eagle | Heat Treated (Field-Tested),1.43,0.0143
2025-10-11T14:28:31Z,Glock-18 | Bunsen Burner (Factory New),5.72,0.0572
2025-10-11T14:28:31Z,Operator | FBI SWAT,26.5,0.265
2025-10-11T14:28:31Z,SSG 08 | Zeno (Well-Worn),4.0,0.04
2025-10-11T14:28:31Z,Snakebite Case,0.65,0.006500000000000001
2025-10-11T14:28:31Z,Soldier | Phoenix,14.43,0.14429999999999998
2025-10-11T14:28:31Z,USP-S | Cortex (Well-Worn),2.12,0.0212
2025-10-11T14:28:31Z,USP-S | Neo-Noir (Minimal Wear),24.49,0.24489999999999998
2025-10-11T14:32:43Z,AK-47 | Legion of Anubis (Minimal Wear),991,9.91
2025-10-11T14:32:43Z,AWP | Atheris (Factory New),2564,25.64
2025-10-11T14:32:43Z,AWP | Duality (Field-Tested),160,1.6
2025-10-11T14:32:43Z,Desert Eagle | Heat Treated (Field-Tested),143,1.43
2025-10-11T14:32:43Z,Glock-18 | Bunsen Burner (Factory New),572,5.72
2025-10-11T14:32:43Z,Operator | FBI SWAT,2650,26.5
2025-10-11T14:32:43Z,SSG 08 | Zeno (Well-Worn),400,4.0
2025-10-11T14:32:43Z,Snakebite Case,65,0.65
2025-10-11T14:32:43Z,Soldier | Phoenix,1440,14.4
2025-10-11T14:32:43Z,USP-S | Cortex (Well-Worn),212,2.12
2025-10-11T14:32:43Z,USP-S | Neo-Noir (Minimal Wear),2449,24.49
2025-10-11T14:35:05Z,AK-47 | Legion of Anubis (Minimal Wear),991,9.91
2025-10-11T14:35:05Z,AWP | Atheris (Factory New),2564,25.64
2025-10-11T14:35:05Z,AWP | Duality (Field-Tested),160,1.6
2025-10-11T14:35:05Z,Desert Eagle | Heat Treated (Field-Tested),143,1.43
2025-10-11T14:35:05Z,Glock-18 | Bunsen Burner (Factory New),572,5.72
2025-10-11T14:35:05Z,Operator | FBI SWAT,2650,26.5
2025-10-11T14:35:05Z,SSG 08 | Zeno (Well-Worn),400,4.0
2025-10-11T14:35:05Z,Snakebite Case,65,0.65
2025-10-11T14:35:05Z,Soldier | Phoenix,1440,14.4
2025-10-11T14:35:05Z,USP-S | Cortex (Well-Worn),212,2.12
2025-10-11T14:35:05Z,USP-S | Neo-Noir (Minimal Wear),2449,24.49
2025-10-11T15:30:48Z,AK-47 | Legion of Anubis (Minimal Wear),991,9.91
2025-10-11T15:30:48Z,AWP | Atheris (Factory New),2564,25.64
2025-10-11T15:30:48Z,AWP | Duality (Field-Tested),160,1.6
2025-10-11T15:30:48Z,Desert Eagle | Heat Treated (Field-Tested),146,1.46
2025-10-11T15:30:48Z,Glock-18 | Bunsen Burner (Factory New),572,5.72
2025-10-11T15:30:48Z,M4A1-S | Black Lotus (Minimal Wear),1120,11.2
2025-10-11T19:13:39Z,AK-47 | Legion of Anubis (Minimal Wear),1006,10.06
2025-10-11T19:13:39Z,AWP | Atheris (Factory New),2597,25.97
2025-10-11T19:13:39Z,AWP | Duality (Field-Tested),163,1.63
2025-10-11T19:13:39Z,Desert Eagle | Heat Treated (Field-Tested),145,1.45
2025-10-11T19:13:39Z,Glock-18 | Bunsen Burner (Factory New),570,5.7
2025-10-11T19:13:39Z,M4A1-S | Black Lotus (Minimal Wear),1121,11.21
2025-10-11T19:13:39Z,Operator | FBI SWAT,2806,28.06
2025-10-11T19:13:39Z,SSG 08 | Zeno (Well-Worn),400,4.0
2025-10-11T19:13:39Z,Snakebite Case,65,0.65
2025-10-11T19:13:39Z,Soldier | Phoenix,1439,14.39
2025-10-11T19:13:39Z,USP-S | Cortex (Well-Worn),212,2.12
2025-10-11T19:13:39Z,USP-S | Neo-Noir (Minimal Wear),2449,24.49
2025-10-12T07:16:55Z,AK-47 | Legion of Anubis (Minimal Wear),969,9.69
2025-10-12T07:16:55Z,AWP | Atheris (Factory New),2641,26.41
2025-10-12T07:16:55Z,AWP | Duality (Field-Tested),163,1.63
2025-10-12T07:16:55Z,Desert Eagle | Heat Treated (Field-Tested),147,1.47
2025-10-12T07:16:55Z,Glock-18 | Bunsen Burner (Factory New),570,5.7
2025-10-12T07:16:55Z,M4A1-S | Black Lotus (Minimal Wear),1121,11.21
2025-10-12T07:16:55Z,Operator | FBI SWAT,2589,25.89
2025-10-12T07:16:55Z,SSG 08 | Zeno (Well-Worn),400,4.0
2025-10-12T07:16:55Z,Snakebite Case,65,0.65
2025-10-12T07:16:55Z,Soldier | Phoenix,1304,13.04
2025-10-12T07:16:55Z,USP-S | Cortex (Well-Worn),208,2.08
2025-10-12T07:16:55Z,USP-S | Neo-Noir (Minimal Wear),2344,23.44
2025-10-12T19:14:14Z,AK-47 | Legion of Anubis (Minimal Wear),1030,10.3
2025-10-12T19:14:14Z,AWP | Atheris (Factory New),2671,26.71
2025-10-12T19:14:14Z,AWP | Duality (Field-Tested),170,1.7
2025-10-12T19:14:14Z,Desert Eagle | Heat Treated (Field-Tested),140,1.4
2025-10-12T19:14:14Z,Glock-18 | Bunsen Burner (Factory New),550,5.5
2025-10-12T19:14:14Z,M4A1-S | Black Lotus (Minimal Wear),1104,11.04
2025-10-12T19:14:14Z,Operator | FBI SWAT,2591,25.91
2025-10-12T19:14:14Z,SSG 08 | Zeno (Well-Worn),400,4.0
2025-10-12T19:14:14Z,Snakebite Case,66,0.66
2025-10-12T19:14:14Z,Soldier | Phoenix,1320,13.2
2025-10-12T19:14:14Z,USP-S | Cortex (Well-Worn),237,2.37
2025-10-12T19:14:14Z,USP-S | Neo-Noir (Minimal Wear),2500,25.0
2025-10-13T07:20:20Z,AK-47 | Legion of Anubis (Minimal Wear),1052,10.52
2025-10-13T07:20:20Z,AWP | Atheris (Factory New),2670,26.7
2025-10-13T07:20:20Z,AWP | Duality (Field-Tested),163,1.63
2025-10-13T07:20:20Z,Desert Eagle | Heat Treated (Field-Tested),147,1.47
2025-10-13T07:20:20Z,Glock-18 | Bunsen Burner (Factory New),572,5.72
2025-10-13T07:20:20Z,M4A1-S | Black Lotus (Minimal Wear),1120,11.2
2025-10-13T07:20:20Z,Operator | FBI SWAT,2591,25.91
2025-10-13T07:20:20Z,SSG 08 | Zeno (Well-Worn),400,4.0
2025-10-13T07:20:20Z,Snakebite Case,65,0.65
2025-10-13T07:20:20Z,Soldier | Phoenix,1335,13.35
2025-10-13T07:20:20Z,USP-S | Cortex (Well-Worn),228,2.28
2025-10-13T07:20:20Z,USP-S | Neo-Noir (Minimal Wear),2569,25.69
2025-10-13T19:14:51Z,AK-47 | Legion of Anubis (Minimal Wear),1119,11.19
2025-10-13T19:14:51Z,AWP | Atheris (Factory New),2600,26.0
2025-10-13T19:14:51Z,AWP | Duality (Field-Tested),161,1.61
2025-10-13T19:14:51Z,Desert Eagle | Heat Treated (Field-Tested),146,1.46
2025-10-13T19:14:51Z,Glock-18 | Bunsen Burner (Factory New),572,5.72
2025-10-13T19:14:51Z,M4A1-S | Black Lotus (Minimal Wear),1101,11.01
2025-10-13T19:14:51Z,SSG 08 | Zeno (Well-Worn),400,4.0
2025-10-13T19:14:51Z,Snakebite Case,65,0.65
2025-10-13T19:14:51Z,Soldier | Phoenix,1335,13.35
2025-10-13T19:14:51Z,USP-S | Cortex (Well-Worn),218,2.18
2025-10-13T19:14:51Z,USP-S | Neo-Noir (Minimal Wear),2799,27.99
